0.53281,0.66308,0.037806,0.25211,0.013876,0.16719,0.017166,0.11373,0.0043046,0.12567,0.07469,0.033477,0.024315,0.081997,0.024497,0.053472,0.034939,0.021406,0.043578,0.047234,0.021869,0.056116,0.023775,0.10684,0.067031,0.034006,0.055138,0.044433,0.03229,0.040087,0.071473,0.050455,0.020313
0.52969,0.65691,0.044038,0.2578,0.01207,0.16296,0.020402,0.11762,0.0080689,0.12331,0.071067,0.028809,0.029081,0.086163,0.028123,0.047838,0.029481,0.024482,0.041226,0.042193,0.027931,0.062315,0.019,0.10153,0.061819,0.037174,0.060043,0.050327,0.036255,0.033974,0.065881,0.050019,0.023438
0.58906,0.61465,0.19746,0.19597,0.16281,0.088227,0.14428,0.04524,0.11362,0.027312,0.051842,0.076451,0.045113,0.044382,0.052114,0.099255,0.0069877,0.036987,0.08552,0.095408,0.030528,0.028286,0.036101,0.046089,0.096824,0.036833,0.1068,0.026648,0.029615,0.062542,0.089257,0.026712,0.032812
0.58125,0.60954,0.18653,0.18808,0.15827,0.082519,0.14271,0.034771,0.11076,0.019063,0.056729,0.071874,0.056093,0.048227,0.049603,0.09403,0.018222,0.037008,0.087042,0.080142,0.044418,0.016645,0.04611,0.045424,0.10734,0.047023,0.12127,0.024879,0.037328,0.048331,0.086073,0.034629,0.028125
0.59062,0.62695,0.17347,0.18333,0.16305,0.07214,0.14864,0.039222,0.092013,0.030813,0.070692,0.053468,0.043901,0.043469,0.034426,0.10117,0.03563,0.024406,0.10289,0.097744,0.029043,0.021741,0.062091,0.038315,0.10426,0.028914,0.10602,0.0062517,0.056078,0.029673,0.069678,0.042462,0.0375
0.58281,0.61197,0.18588,0.1898,0.15569,0.079935,0.14552,0.037579,0.11294,0.019793,0.054252,0.074896,0.057522,0.051081,0.049959,0.090905,0.016829,0.034575,0.087003,0.083135,0.042465,0.015846,0.04824,0.045224,0.10896,0.045085,0.11912,0.025201,0.036229,0.050186,0.089169,0.035076,0.026562
0.57812,0.61771,0.17022,0.19457,0.13762,0.086434,0.12527,0.05308,0.085722,0.019755,0.032202,0.072885,0.039125,0.042868,0.058379,0.096829,0.019764,0.033602,0.096342,0.089949,0.033258,0.027889,0.038509,0.05211,0.093726,0.040646,0.11582,0.023792,0.027685,0.070418,0.082854,0.025907,0.021875
0.57656,0.61955,0.16394,0.19717,0.12538,0.085681,0.11935,0.036201,0.078478,0.016486,0.033188,0.070801,0.055153,0.053826,0.054556,0.080202,0.0069877,0.023848,0.10265,0.083468,0.038128,0.024601,0.039308,0.056284,0.099576,0.05164,0.12675,0.012637,0.045694,0.054959,0.094441,0.037275,0.010937
0.57031,0.61248,0.1594,0.1863,0.13316,0.080457,0.12481,0.042757,0.082642,0.011719,0.03424,0.068392,0.046664,0.048443,0.051696,0.092146,0.011267,0.0358,0.09341,0.074864,0.042875,0.015946,0.046506,0.052338,0.10396,0.049437,0.13006,0.02131,0.042501,0.056177,0.08352,0.032447,0.017188
0.58125,0.63242,0.14575,0.18253,0.13609,0.067783,0.13177,0.048406,0.066069,0.02488,0.044999,0.052997,0.031195,0.042711,0.043138,0.097254,0.013975,0.022958,0.11236,0.094843,0.021268,0.026392,0.058471,0.047379,0.10848,0.029905,0.11117,0.0033925,0.056373,0.039539,0.074234,0.041404,0.025
0.57188,0.61493,0.1587,0.1879,0.13061,0.077811,0.12775,0.045562,0.084819,0.011966,0.031994,0.071406,0.049171,0.051483,0.050383,0.089028,0.0088388,0.033083,0.094277,0.077929,0.039884,0.01583,0.047304,0.05238,0.10622,0.047128,0.12832,0.021661,0.039858,0.058245,0.086595,0.032403,0.015625
0.5625,0.65176,0.099617,0.20807,0.11299,0.15595,0.091874,0.064743,0.10358,0.054885,0.085307,0.052497,0.08975,0.017411,0.069066,0.01501,0.061872,0.027248,0.083868,0.031837,0.046259,0.056724,0.062722,0.058286,0.096688,0.02447,0.079974,0.038831,0.025121,0.049412,0.064028,0.027278,0
0.34844,0.5728,0.27674,0.031126,0.16697,0.13185,0.0092355,0.076799,0.062689,0.04606,0.098163,0.076661,0.0097059,0.081461,0.086608,0.026635,0.046456,0.073048,0.052008,0.0355,0.027907,0.012164,0.052128,0.058685,0.034173,0.049265,0.06068,0.045541,0.060892,0.071957,0.041222,0.020069,0.020312
0.36562,0.58874,0.25614,0.061216,0.18455,0.11337,0.025349,0.086833,0.031606,0.077486,0.11851,0.062039,0.040372,0.091874,0.061447,0.021522,0.066438,0.057794,0.019491,0.0049239,0.010429,0.03175,0.028681,0.038528,0.065677,0.051537,0.030895,0.073343,0.075402,0.039029,0.045338,0.044103,0.003125
0.38281,0.60327,0.23308,0.095563,0.19516,0.088113,0.056621,0.086991,0.005672,0.10806,0.11577,0.030737,0.057697,0.071857,0.033956,0.053642,0.050871,0.027042,0.033152,0.030032,0.03948,0.023375,0.029528,0.071532,0.057851,0.026179,0.065044,0.060731,0.048739,0.069058,0.047515,0.016892,0.020312
0.39219,0.6102,0.21897,0.11378,0.19617,0.071031,0.070244,0.080012,0.024333,0.11485,0.10157,0.016265,0.053922,0.053367,0.04831,0.054561,0.032626,0.042496,0.043832,0.031705,0.032029,0.0046578,0.039781,0.058127,0.045647,0.043924,0.049536,0.056739,0.065878,0.055508,0.039422,0.030871,0.010937
0.50625,0.64816,0.013655,0.23991,0.026265,0.15977,0.045647,0.11567,0.032353,0.12276,0.10906,0.022295,0.032226,0.074453,0.045847,0.052269,0.05,0.033832,0.056156,0.037515,0.015384,0.02911,0.017716,0.062488,0.070491,0.022497,0.06217,0.058536,0.057857,0.054776,0.058594,0.0062018,0.025
0.59062,0.61765,0.20317,0.2134,0.16151,0.10832,0.11283,0.016695,0.14403,0.008832,0.10955,0.021742,0.027524,0.092158,0.079175,0.020099,0.013975,0.085279,0.051627,0.011483,0.054647,0.027779,0.049953,0.050259,0.089038,0.037853,0.08263,0.049822,0.025286,0.037538,0.082605,0.062603,0.028125
0.60781,0.61678,0.23636,0.21171,0.18948,0.10556,0.12954,0.046566,0.16098,0.039056,0.12491,0.042085,0.045047,0.11846,0.070939,0.039702,0.03763,0.097062,0.027141,0.019745,0.075249,0.028958,0.071141,0.029893,0.10773,0.023324,0.099123,0.061661,0.035919,0.053793,0.08794,0.051662,0.020313
0.94531,0.57027,0.4291,0.16779,0.037007,0.13389,0.16223,0.019954,0.05434,0.044404,0.1927,0.046474,0.046887,0.049195,0.16502,0.087393,0.054576,0.049672,0.12337,0.057906,0.047466,0.11734,0.051061,0.19112,0.058265,0.05348,0.056705,0.028018,0.033063,0.059882,0.021768,0.12624,0.045312
0.46719,0.64847,0.085197,0.22626,0.12363,0.090936,0.097426,0.049901,0.088237,0.041049,0.13351,0.068799,0.068438,0.07983,0.032112,0.063329,0.020963,0.063619,0.049138,0.024575,0.011394,0.048815,0.017609,0.070222,0.093997,0.0077621,0.085291,0.069977,0.04169,0.080762,0.040732,0.023763,0.017187
0.48125,0.65424,0.063785,0.23527,0.092088,0.13011,0.11847,0.038415,0.079285,0.043592,0.073942,0.046843,0.055428,0.024747,0.05916,0.01547,0.041926,0.027488,0.078001,0.061476,0.051056,0.06755,0.028885,0.10083,0.054513,0.03739,0.056625,0.049176,0.035093,0.042879,0.06608,0.038296,0.03125
0.48125,0.65424,0.063785,0.23527,0.092088,0.13011,0.11847,0.038415,0.079285,0.043592,0.073942,0.046843,0.055428,0.024747,0.05916,0.01547,0.041926,0.027488,0.078001,0.061476,0.051056,0.06755,0.028885,0.10083,0.054513,0.03739,0.056625,0.049176,0.035093,0.042879,0.06608,0.038296,0.03125
0.48125,0.65424,0.063785,0.23527,0.092088,0.13011,0.11847,0.038415,0.079285,0.043592,0.073942,0.046843,0.055428,0.024747,0.05916,0.01547,0.041926,0.027488,0.078001,0.061476,0.051056,0.06755,0.028885,0.10083,0.054513,0.03739,0.056625,0.049176,0.035093,0.042879,0.06608,0.038296,0.03125
0.48125,0.65424,0.063785,0.23527,0.092088,0.13011,0.11847,0.038415,0.079285,0.043592,0.073942,0.046843,0.055428,0.024747,0.05916,0.01547,0.041926,0.027488,0.078001,0.061476,0.051056,0.06755,0.028885,0.10083,0.054513,0.03739,0.056625,0.049176,0.035093,0.042879,0.06608,0.038296,0.03125
0.42812,0.6298,0.15409,0.17408,0.16366,0.033152,0.12524,0.051075,0.054266,0.041005,0.07697,0.1129,0.049565,0.043276,0.029558,0.03358,0.039528,0.034398,0.088447,0.052856,0.053579,0.068114,0.021855,0.094164,0.073318,0.02664,0.084707,0.047181,0.035299,0.062453,0.028252,0.0096653,0.009375
0.55156,0.64306,0.090115,0.21233,0.082999,0.12675,0.084667,0.081018,0.082494,0.059901,0.074826,0.039642,0.048239,0.04401,0.071891,0.034429,0.051254,0.053161,0.081869,0.039978,0.038016,0.065044,0.048804,0.083257,0.084151,0.064113,0.1032,0.039475,0.042425,0.059839,0.061797,0.012946,0.0015625
0.55781,0.63062,0.11105,0.18907,0.11149,0.10395,0.095236,0.038567,0.11045,0.085305,0.11801,0.038626,0.058048,0.045522,0.046383,0.043128,0.029481,0.050854,0.048974,0.085659,0.032128,0.057261,0.043949,0.074427,0.043852,0.021872,0.069572,0.054262,0.046826,0.043741,0.037362,0.021503,0.023438
